VEMCO DATA LOG,2.0.0,fathom_connect-4.0.2-20240717-2071e7-release,vdatapi-10.6.0-20240716-1903df-release
ATTITUDE,2024-07-28 14:20:00,2024-07-28 14:19:59.943349,,-0.056650184,HR2-180,461359,104
DIAG_HR2,2024-07-28 14:30:00,2024-07-28 14:29:59.936108,,-0.063891366,HR2-180,461359,101,18,0,3,6,0,0,0,12
TEMP,2024-07-28 14:30:00,2024-07-28 14:29:59.936108,,-0.063891366,HR2-180,461359,28.7,29.2
ATTITUDE,2024-07-28 14:30:00,2024-07-28 14:29:59.936108,,-0.063891366,HR2-180,461359,101
DIAG_HR2,2024-07-28 14:40:00,2024-07-28 14:39:59.928867,,-0.071132549,HR2-180,461359,104,20,0,5,1,0,0,0,12
TEMP,2024-07-28 14:40:00,2024-07-28 14:39:59.928867,,-0.071132549,HR2-180,461359,28.7,29.2
ATTITUDE,2024-07-28 14:40:00,2024-07-28 14:39:59.928867,,-0.071132549,HR2-180,461359,104
DET,2024-07-28 14:46:21.796325,2024-07-28 14:46:21.720584,,-0.075740310,HR2-180,461359,3,HR,H170-1802-62358,62358,,,38.6,21.3,,3,,,,
DET,2024-07-28 14:47:25.547668,2024-07-28 14:47:25.471158,,-0.076509702,HR2-180,461359,3,HR,H170-1802-62358,62358,,,39.4,21.1,,9,,,,
DET,2024-07-28 14:48:33.673873,2024-07-28 14:48:33.596541,,-0.077331892,HR2-180,461359,3,HR,H170-1802-62358,62358,,,44.4,22.3,,4,,,,
DIAG_HR2,2024-07-28 14:50:00,2024-07-28 14:49:59.921626,,-0.078373731,HR2-180,461359,17,18,3,8,0,0,0,0,12
TEMP,2024-07-28 14:50:00,2024-07-28 14:49:59.921626,,-0.078373731,HR2-180,461359,29.0,29.3
ATTITUDE,2024-07-28 14:50:00,2024-07-28 14:49:59.921626,,-0.078373731,HR2-180,461359,17
DET,2024-07-28 14:50:36.176116,2024-07-28 14:50:36.097305,,-0.078810327,HR2-180,461359,3,HR,H170-1802-62358,62358,,,41.1,21.5,,8,,,,
DET,2024-07-28 14:51:02.426605,2024-07-28 14:51:02.347477,,-0.079127135,HR2-180,461359,3,HR,H170-1802-62358,62358,,,44.1,22.5,,8,,,,
DET,2024-07-28 14:51:21.859863,2024-07-28 14:51:21.780501,,-0.079361668,HR2-180,461359,2,PPM,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 14:51:29.927093,2024-07-28 14:51:29.847633,,-0.079459028,HR2-180,461359,3,HR,H170-1802-62358,62358,,,45.7,22.8,,7,,,,
DET,2024-07-28 14:52:51.803482,2024-07-28 14:52:51.723034,,-0.080447165,HR2-180,461359,3,HR,H170-1802-62358,62358,,,43.1,21.7,,6,,,,
DET,2024-07-28 14:53:19.304199,2024-07-28 14:53:19.223419,,-0.080779061,HR2-180,461359,3,HR,H170-1802-62358,62358,,,47.2,23.4,,8,,,,
DET,2024-07-28 14:53:49.929672,2024-07-28 14:53:49.848523,,-0.081148669,HR2-180,461359,3,HR,H170-1802-62358,62358,,,43.2,22.2,,7,,,,
DET,2024-07-28 14:56:50.480316,2024-07-28 14:56:50.396988,,-0.083327669,HR2-180,461359,2,PPM,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 14:59:42.436157,2024-07-28 14:59:42.350754,,-0.085402942,HR2-180,461359,3,HR,H170-1802-62358,62358,,,44.6,22.4,,7,,,,
DIAG_HR2,2024-07-28 15:00:00,2024-07-28 14:59:59.914385,,-0.085614913,HR2-180,461359,12,18,7,5,16,2,16,2,12
TEMP,2024-07-28 15:00:00,2024-07-28 14:59:59.914385,,-0.085614913,HR2-180,461359,30.2,29.5
ATTITUDE,2024-07-28 15:00:00,2024-07-28 14:59:59.914385,,-0.085614913,HR2-180,461359,12
DET,2024-07-28 15:02:16.760025,2024-07-28 15:02:16.672759,,-0.087265421,HR2-180,461359,2,PPM,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 15:06:42.443771,2024-07-28 15:06:42.353299,,-0.090471861,HR2-180,461359,3,HR,H170-1802-62358,62358,,,47.3,23.5,,8,,,,
DET,2024-07-28 15:07:12.44432,2024-07-28 15:07:12.353486,,-0.090833927,HR2-180,461359,3,HR,H170-1802-62358,62358,,,50.7,24.7,,7,,,,
DET,2024-07-28 15:07:38.126052,2024-07-28 15:07:38.034908,,-0.091143871,HR2-180,461359,2,PPM,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 15:08:03.070373,2024-07-28 15:08:02.978928,,-0.091444914,HR2-180,461359,3,HR,H170-1802-62358,62358,,,43.5,22.4,,3,,,,
DET,2024-07-28 15:08:29.945709,2024-07-28 15:08:29.853939,,-0.091769263,HR2-180,461359,3,HR,H170-1802-62358,62358,,,45.7,23.3,,5,,,,
DET,2024-07-28 15:08:59.321273,2024-07-28 15:08:59.229149,,-0.092123786,HR2-180,461359,3,HR,H170-1802-62358,62358,,,47.9,23.4,,6,,,,
DET,2024-07-28 15:09:33.696899,2024-07-28 15:09:33.60436,,-0.092538653,HR2-180,461359,3,HR,H170-1802-62358,62358,,,45.5,22.4,,5,,,,
DIAG_HR2,2024-07-28 15:10:00,2024-07-28 15:09:59.907143,,-0.092856096,HR2-180,461359,18,18,6,6,16,2,15,1,12
TEMP,2024-07-28 15:10:00,2024-07-28 15:09:59.907143,,-0.092856096,HR2-180,461359,30.2,29.7
ATTITUDE,2024-07-28 15:10:00,2024-07-28 15:09:59.907143,,-0.092856096,HR2-180,461359,18
DET,2024-07-28 15:11:14.948822,2024-07-28 15:11:14.855061,,-0.093760626,HR2-180,461359,3,HR,H170-1802-62358,62358,,,31.2,20.3,,8,,,,
DET,2024-07-28 15:11:46.824401,2024-07-28 15:11:46.730255,,-0.094145321,HR2-180,461359,3,HR,H170-1802-62358,62358,,,30.1,19.6,,6,,,,
DET,2024-07-28 15:12:15.574981,2024-07-28 15:12:15.480488,,-0.094492301,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.8,19.5,,7,,,,
DET,2024-07-28 15:12:48.075576,2024-07-28 15:12:47.980691,,-0.094884539,HR2-180,461359,3,HR,H170-1802-62358,62358,,,30,19.3,,8,,,,
DET,2024-07-28 15:13:18.076095,2024-07-28 15:13:17.980848,,-0.095246604,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.9,19.5,,5,,,,
DET,2024-07-28 15:13:43.076568,2024-07-28 15:13:42.981019,,-0.095548326,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.5,19.3,,6,,,,
DET,2024-07-28 15:14:08.077011,2024-07-28 15:14:07.98116,,-0.095850047,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.4,19.3,,8,,,,
DET,2024-07-28 15:14:33.702514,2024-07-28 15:14:33.606354,,-0.096159312,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.6,19.4,,5,,,,
DET,2024-07-28 15:15:00.578018,2024-07-28 15:15:00.481534,,-0.096483663,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.8,19.4,,7,,,,
DET,2024-07-28 15:15:29.328552,2024-07-28 15:15:29.231721,,-0.096830643,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.5,19.4,,8,,,,
DET,2024-07-28 15:16:02.454162,2024-07-28 15:16:02.356931,,-0.097230424,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.1,19.4,,7,,,,
DET,2024-07-28 15:16:33.704727,2024-07-28 15:16:33.607119,,-0.097607575,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.6,19.6,,7,,,,
DET,2024-07-28 15:17:01.830261,2024-07-28 15:17:01.732313,,-0.097947012,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.1,19.3,,5,,,,
DET,2024-07-28 15:17:33.70581,2024-07-28 15:17:33.607478,,-0.098331707,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.7,19.5,,5,,,,
DET,2024-07-28 15:17:41.54544,2024-07-28 15:17:41.447013,,-0.098426320,HR2-180,461359,2,PPM,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 15:18:03.081359,2024-07-28 15:18:02.982672,,-0.098686229,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.7,19.4,,8,,,,
DET,2024-07-28 15:18:37.457046,2024-07-28 15:18:37.357944,,-0.099101097,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.4,19.4,,8,,,,
DET,2024-07-28 15:19:11.832641,2024-07-28 15:19:11.733125,,-0.099515964,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.9,19.4,,7,,,,
DET,2024-07-28 15:19:45.583267,2024-07-28 15:19:45.483343,,-0.099923288,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.7,19.4,,7,,,,
DIAG_HR2,2024-07-28 15:20:00,2024-07-28 15:19:59.899902,,-0.100097278,HR2-180,461359,11,18,18,4,8,1,3,0,12
TEMP,2024-07-28 15:20:00,2024-07-28 15:19:59.899902,,-0.100097278,HR2-180,461359,29.5,29.7
ATTITUDE,2024-07-28 15:20:00,2024-07-28 15:19:59.899902,,-0.100097278,HR2-180,461359,11
DET,2024-07-28 15:20:50.584487,2024-07-28 15:20:50.483779,,-0.100707764,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.3,19.2,,6,,,,
DET,2024-07-28 15:21:19.334991,2024-07-28 15:21:19.233936,,-0.101054743,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.5,19.2,,7,,,,
DET,2024-07-28 15:22:23.711196,2024-07-28 15:22:23.609364,,-0.101831676,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.4,19.5,,8,,,,
DET,2024-07-28 15:22:51.2117,2024-07-28 15:22:51.109536,,-0.102163570,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.5,19.4,,5,,,,
DET,2024-07-28 15:23:48.712768,2024-07-28 15:23:48.60991,,-0.102857530,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.4,19.2,,8,,,,
DET,2024-07-28 15:24:17.463287,2024-07-28 15:24:17.360082,,-0.103204509,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.9,19.3,,8,,,,
DET,2024-07-28 15:24:49.963897,2024-07-28 15:24:49.8603,,-0.103596747,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.6,19.4,,6,,,,
DET,2024-07-28 15:25:19.96437,2024-07-28 15:25:19.860411,,-0.103958812,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.4,19.4,,3,,,,
DET,2024-07-28 15:25:44.964874,2024-07-28 15:25:44.860613,,-0.104260534,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.6,19.3,,4,,,,
DET,2024-07-28 15:26:09.965347,2024-07-28 15:26:09.860784,,-0.104562256,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.8,19.3,,4,,,,
DET,2024-07-28 15:26:35.590789,2024-07-28 15:26:35.485917,,-0.104871520,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.5,19.4,,3,,,,
DET,2024-07-28 15:27:01.841293,2024-07-28 15:27:01.736104,,-0.105188328,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.6,19.4,,8,,,,
DET,2024-07-28 15:27:29.966842,2024-07-28 15:27:29.861314,,-0.105527765,HR2-180,461359,3,HR,H170-1802-62358,62358,,,29.1,19.2,,7,,,,
DET,2024-07-28 15:28:30.592941,2024-07-28 15:28:30.486681,,-0.106259439,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.7,19.3,,4,,,,
DET,2024-07-28 15:29:35.594161,2024-07-28 15:29:35.487117,,-0.107043915,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.2,19.1,,6,,,,
DIAG_HR2,2024-07-28 15:30:00,2024-07-28 15:29:59.892661,,-0.107338460,HR2-180,461359,11,18,15,4,3,0,0,0,12
TEMP,2024-07-28 15:30:00,2024-07-28 15:29:59.892661,,-0.107338460,HR2-180,461359,28.7,29.3
ATTITUDE,2024-07-28 15:30:00,2024-07-28 15:29:59.892661,,-0.107338460,HR2-180,461359,11
DET,2024-07-28 15:30:04.344665,2024-07-28 15:30:04.237274,,-0.107390895,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.1,19.4,,7,,,,
DET,2024-07-28 15:30:37.470275,2024-07-28 15:30:37.362484,,-0.107790676,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.1,19.3,,8,,,,
DET,2024-07-28 15:31:09.34587,2024-07-28 15:31:09.237694,,-0.108175371,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.7,19.3,,4,,,,
DET,2024-07-28 15:31:38.096405,2024-07-28 15:31:37.987882,,-0.108522350,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.8,19.2,,4,,,,
DET,2024-07-28 15:32:10.597,2024-07-28 15:32:10.488085,,-0.108914588,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.7,19.3,,5,,,,
DET,2024-07-28 15:32:41.222549,2024-07-28 15:32:41.113264,,-0.109284197,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.6,19.4,,7,,,,
DET,2024-07-28 15:33:07.473022,2024-07-28 15:33:07.36342,,-0.109601004,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.4,19.4,,4,,,,
DET,2024-07-28 15:33:34.973526,2024-07-28 15:33:34.863593,,-0.109932898,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.8,19.2,,6,,,,
DET,2024-07-28 15:34:04.97409,2024-07-28 15:34:04.863795,,-0.110294964,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.1,19.4,,4,,,,
DET,2024-07-28 15:34:30.599578,2024-07-28 15:34:30.488973,,-0.110604229,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.3,19.2,,7,,,,
DET,2024-07-28 15:35:26.850616,2024-07-28 15:35:26.739332,,-0.111283102,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.2,19.1,,8,,,,
DET,2024-07-28 15:36:00.601211,2024-07-28 15:36:00.48952,,-0.111690426,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.9,19.3,,7,,,,
DET,2024-07-28 15:37:03.102386,2024-07-28 15:37:02.989941,,-0.112444730,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.8,19.2,,8,,,,
DET,2024-07-28 15:37:28.727828,2024-07-28 15:37:28.615074,,-0.112753994,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.3,19.2,,6,,,,
DET,2024-07-28 15:37:55.603363,2024-07-28 15:37:55.490284,,-0.113078345,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.7,19.3,,6,,,,
DET,2024-07-28 15:38:24.353851,2024-07-28 15:38:24.240425,,-0.113425324,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28.1,19.3,,7,,,,
DET,2024-07-28 15:39:27.479995,2024-07-28 15:39:27.365807,,-0.114187171,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.3,19.4,,5,,,,
DIAG_HR2,2024-07-28 15:40:00,2024-07-28 15:39:59.88542,,-0.114579643,HR2-180,461359,11,18,17,8,1,0,0,0,12
TEMP,2024-07-28 15:40:00,2024-07-28 15:39:59.88542,,-0.114579643,HR2-180,461359,28.5,29.0
ATTITUDE,2024-07-28 15:40:00,2024-07-28 15:39:59.88542,,-0.114579643,HR2-180,461359,11
DET,2024-07-28 15:41:22.482162,2024-07-28 15:41:22.366586,,-0.115575090,HR2-180,461359,3,HR,H170-1802-62358,62358,,,26.9,19.2,,4,,,,
DET,2024-07-28 15:41:54.982711,2024-07-28 15:41:54.866743,,-0.115967327,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.4,19.3,,5,,,,
DET,2024-07-28 15:42:25.608306,2024-07-28 15:42:25.491969,,-0.116336937,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.5,19.2,,5,,,,
DET,2024-07-28 15:42:52.48381,2024-07-28 15:42:52.367148,,-0.116661287,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.1,19,,6,,,,
DET,2024-07-28 15:43:21.859344,2024-07-28 15:43:21.742328,,-0.117015810,HR2-180,461359,3,HR,H170-1802-62358,62358,,,28,19.3,,5,,,,
DET,2024-07-28 15:43:56.235015,2024-07-28 15:43:56.117584,,-0.117430678,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.1,19.3,,3,,,,
DET,2024-07-28 15:44:29.985595,2024-07-28 15:44:29.867756,,-0.117838001,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.2,19.1,,4,,,,
DET,2024-07-28 15:46:28.737762,2024-07-28 15:46:28.61849,,-0.119271178,HR2-180,461359,3,HR,H170-1802-62358,62358,,,27.2,19.2,,5,,,,
DIAG_HR2,2024-07-28 15:50:00,2024-07-28 15:49:59.878179,,-0.121820825,HR2-180,461359,11,18,8,3,7,0,0,0,12
TEMP,2024-07-28 15:50:00,2024-07-28 15:49:59.878179,,-0.121820825,HR2-180,461359,28.2,28.7
ATTITUDE,2024-07-28 15:50:00,2024-07-28 15:49:59.878179,,-0.121820825,HR2-180,461359,11
DET,2024-07-28 15:52:35.026138,2024-07-28 15:52:34.902446,,-0.123691779,HR2-180,461359,2,PPM,A180-1702-62358,62358,,,,,,,,,,
DIAG_HR2,2024-07-28 16:00:00,2024-07-28 15:59:59.870937,,-0.129062008,HR2-180,461359,11,18,0,3,13,1,0,0,12
TEMP,2024-07-28 16:00:00,2024-07-28 15:59:59.870937,,-0.129062008,HR2-180,461359,27.8,28.3
ATTITUDE,2024-07-28 16:00:00,2024-07-28 15:59:59.870937,,-0.129062008,HR2-180,461359,11
DET,2024-07-28 16:05:20.633499,2024-07-28 16:05:20.500567,,-0.132931617,HR2-180,461359,3,HR,H170-1802-62358,62358,,,26.7,19.1,,4,,,,
DIAG_HR2,2024-07-28 16:10:00,2024-07-28 16:09:59.863696,,-0.136303190,HR2-180,461359,11,18,1,3,14,0,1,0,12
TEMP,2024-07-28 16:10:00,2024-07-28 16:09:59.863696,,-0.136303190,HR2-180,461359,27.7,28.2
ATTITUDE,2024-07-28 16:10:00,2024-07-28 16:09:59.863696,,-0.136303190,HR2-180,461359,11
