"","Date.and.Time..UTC.","Transmitter","Receiver","Transmitter.Name","Transmitter.Serial","Sensor.Value","Sensor.Unit","Statione.Name","Latitude","Longitude","Transmitter.Type","Sensor.Precision"
"590","2024-07-28 14:10:47.953554","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2024-07-28 14:11:21.078731","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2024-07-28 14:11:52.953887","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2024-07-28 14:12:21.70404","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2024-07-28 14:12:54.204191","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2024-07-28 14:13:24.204364","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2024-07-28 14:13:49.829497","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2024-07-28 14:14:16.079626","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2024-07-28 14:14:43.579774","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2024-07-28 14:15:13.579917","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2024-07-28 14:15:38.580024","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2024-07-28 14:16:04.205173","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2024-07-28 14:16:30.455301","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2024-07-28 14:16:58.580459","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2024-07-28 14:17:30.455616","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2024-07-28 14:17:59.830778","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2024-07-28 14:18:34.205975","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2024-07-28 14:19:08.581141","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2024-07-28 14:19:42.331327","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2024-07-28 14:20:14.831495","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2024-07-28 14:20:45.456647","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2024-07-28 14:21:11.70679","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2024-07-28 14:21:39.831917","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2024-07-28 14:22:11.082079","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2024-07-28 14:22:38.582213","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2024-07-28 14:23:08.582385","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2024-07-28 14:23:34.207503","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2024-07-28 14:24:00.457631","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2024-07-28 14:24:27.957764","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2024-07-28 14:24:58.582931","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2024-07-28 14:25:24.833074","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2024-07-28 14:25:52.333192","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2024-07-28 14:26:22.333334","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2024-07-28 14:26:47.958483","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2024-07-28 14:27:14.208611","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2024-07-28 14:27:41.708759","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2024-07-28 14:28:12.333911","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2024-07-28 14:28:38.584039","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2024-07-28 14:29:06.709197","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2024-07-28 14:29:38.584385","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2024-07-28 14:30:07.959532","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2024-07-28 14:30:42.334714","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2024-07-28 14:31:16.70991","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2024-07-28 14:31:51.085091","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2024-07-28 14:32:24.835247","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2024-07-28 14:32:57.335399","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2024-07-28 14:33:27.335571","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2024-07-28 14:33:52.96069","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2024-07-28 14:34:19.835843","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2024-07-28 14:34:48.585996","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2024-07-28 14:35:21.086147","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2024-07-28 14:35:51.711314","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2024-07-28 14:36:18.586453","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2024-07-28 14:36:47.336605","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2024-07-28 14:36:47.337444","H170-1802-43106","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2024-07-28 14:37:20.461782","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2024-07-28 14:37:51.711943","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2024-07-28 14:38:19.212076","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2024-07-28 14:38:49.212218","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2024-07-28 14:39:14.837367","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2024-07-28 14:39:41.712521","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2024-07-28 14:40:11.087668","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2024-07-28 14:40:45.462834","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2024-07-28 14:41:19.21302","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2024-07-28 14:41:52.338197","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2024-07-28 14:42:24.213369","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2024-07-28 14:42:52.963491","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2024-07-28 14:43:26.088668","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2024-07-28 14:43:57.33883","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2024-07-28 14:44:24.838963","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2024-07-28 14:44:55.46413","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2024-07-28 14:45:21.714258","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2024-07-28 14:45:49.839431","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2024-07-28 14:46:21.714573","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2024-07-28 14:46:51.089751","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2024-07-28 14:47:25.464933","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2024-07-28 14:47:59.840114","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2024-07-28 14:48:33.590284","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2024-07-28 14:49:06.715461","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2024-07-28 14:49:37.965639","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2024-07-28 14:50:05.465756","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2024-07-28 14:50:36.090924","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2024-07-28 14:50:36.091778","H170-1802-43106","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2024-07-28 14:51:02.341067","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2024-07-28 14:51:02.341937","H170-1802-43106","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2024-07-28 14:51:29.841199","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2024-07-28 14:51:59.841342","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2024-07-28 14:52:25.466505","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2024-07-28 14:52:51.716633","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2024-07-28 14:53:19.216767","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2024-07-28 14:53:49.841934","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2024-07-28 14:54:16.092077","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2024-07-28 14:54:43.592195","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2024-07-28 14:55:14.217362","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2024-07-28 14:55:40.467505","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2024-07-28 14:56:08.592648","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2024-07-28 14:56:39.842825","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2024-07-28 14:57:07.967983","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2024-07-28 14:57:39.84314","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2024-07-28 14:58:08.593308","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2024-07-28 14:58:41.718485","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2024-07-28 14:59:13.593641","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2024-07-28 14:59:42.343794","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2024-07-28 15:00:14.843961","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2024-07-28 15:00:45.469128","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2024-07-28 15:01:11.719257","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2024-07-28 15:01:39.219389","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2024-07-28 15:02:09.219562","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2024-07-28 15:02:34.84471","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2024-07-28 15:03:01.719849","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2024-07-28 15:03:30.469986","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2024-07-28 15:04:02.970153","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2024-07-28 15:04:32.970294","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2024-07-28 15:04:57.970433","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2024-07-28 15:05:22.970557","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2024-07-28 15:05:48.595706","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2024-07-28 15:06:14.845834","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2024-07-28 15:06:42.345982","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2024-07-28 15:06:42.346821","H170-1802-43106","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2024-07-28 15:07:12.346124","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2024-07-28 15:08:02.971412","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2024-07-28 15:08:29.846535","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2024-07-28 15:08:59.221713","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2024-07-28 15:09:33.596909","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2024-07-28 15:10:07.97209","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2024-07-28 15:10:41.722262","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2024-07-28 15:11:14.847454","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2024-07-28 15:11:46.722595","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2024-07-28 15:12:15.472748","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2024-07-28 15:12:47.972914","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2024-07-28 15:13:17.973086","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2024-07-28 15:13:42.97321","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2024-07-28 15:14:07.973349","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2024-07-28 15:14:33.598483","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2024-07-28 15:15:00.473635","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2024-07-28 15:15:29.223758","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2024-07-28 15:16:02.348965","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2024-07-28 15:16:33.599097","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2024-07-28 15:17:01.724285","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2024-07-28 15:17:33.599442","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2024-07-28 15:18:02.974589","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2024-07-28 15:18:37.349786","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2024-07-28 15:19:11.724982","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2024-07-28 15:19:45.475139","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2024-07-28 15:20:18.60033","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2024-07-28 15:20:50.475518","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2024-07-28 15:21:19.22567","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2024-07-28 15:21:52.350847","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2024-07-28 15:22:23.601008","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2024-07-28 15:22:51.101142","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2024-07-28 15:23:21.726294","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2024-07-28 15:23:48.601462","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2024-07-28 15:24:17.351615","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2024-07-28 15:24:49.851782","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2024-07-28 15:25:19.851923","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2024-07-28 15:25:44.852032","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2024-07-28 15:26:09.852186","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2024-07-28 15:26:35.47732","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2024-07-28 15:27:01.727448","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2024-07-28 15:27:29.852606","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","2024-07-28 15:28:01.727778","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2024-07-28 15:28:30.477931","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2024-07-28 15:29:03.603122","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","2024-07-28 15:29:35.478279","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","2024-07-28 15:30:04.228432","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","2024-07-28 15:30:37.353609","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","2024-07-28 15:31:09.22878","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","2024-07-28 15:31:37.978933","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2024-07-28 15:32:10.479084","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","2024-07-28 15:32:41.104251","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2024-07-28 15:33:07.354379","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2024-07-28 15:33:34.854528","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2024-07-28 15:34:04.854685","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2024-07-28 15:34:30.479819","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2024-07-28 15:34:57.354957","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2024-07-28 15:35:26.73012","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2024-07-28 15:36:00.480306","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2024-07-28 15:36:32.980472","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2024-07-28 15:37:02.980615","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2024-07-28 15:37:28.605748","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2024-07-28 15:37:55.480902","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2024-07-28 15:37:55.481756","H170-1802-43106","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2024-07-28 15:38:24.231039","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","2024-07-28 15:38:56.731206","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","2024-07-28 15:39:27.356388","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","2024-07-28 15:39:53.606516","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","2024-07-28 15:40:21.731675","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","2024-07-28 15:40:53.606831","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2024-07-28 15:41:22.356984","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","2024-07-28 15:41:54.85712","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2024-07-28 15:42:25.482302","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","2024-07-28 15:42:52.35744","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","2024-07-28 15:43:21.732603","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","2024-07-28 15:43:56.1078","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","2024-07-28 15:44:29.857956","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","2024-07-28 15:45:02.358123","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2024-07-28 15:45:32.983275","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2024-07-28 15:45:59.858428","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2024-07-28 15:46:28.608581","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","2024-07-28 15:47:01.108747","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","2024-07-28 15:47:31.733899","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","2024-07-28 15:47:57.984027","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","2024-07-28 15:48:25.484176","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","2024-07-28 15:48:55.484317","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","2024-07-28 15:49:20.484426","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","2024-07-28 15:49:45.48458","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","2024-07-28 15:50:11.109698","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","2024-07-28 15:50:37.359826","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2024-07-28 15:51:04.859959","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2024-07-28 15:51:34.860101","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","2024-07-28 15:51:59.860255","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","2024-07-28 15:52:25.485374","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","2024-07-28 15:52:51.735517","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2024-07-28 15:53:19.23565","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","2024-07-28 15:53:49.235792","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","2024-07-28 15:54:14.235915","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","2024-07-28 15:54:39.861048","H170-1802-62358","HR2-180-461358",NA,NA,NA,NA,NA,NA,NA,NA,NA
