"","Date.and.Time..UTC.","Transmitter","Receiver","Transmitter.Name","Transmitter.Serial","Sensor.Value","Sensor.Unit","Statione.Name","Latitude","Longitude","Transmitter.Type","Sensor.Precision"
"5581","2024-07-29 16:09:25.758219","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5582","2024-07-29 16:09:30.758241","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5583","2024-07-29 16:09:35.758307","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5584","2024-07-29 16:09:40.758329","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5585","2024-07-29 16:09:45.758366","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586","2024-07-29 16:09:50.758418","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5587","2024-07-29 16:09:55.758455","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5588","2024-07-29 16:10:05.758544","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5589","2024-07-29 16:10:10.758595","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5590","2024-07-29 16:10:15.758632","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5591","2024-07-29 16:10:20.758669","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5592","2024-07-29 16:10:25.758722","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5593","2024-07-29 16:10:30.758758","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5594","2024-07-29 16:10:35.75881","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5595","2024-07-29 16:10:40.758832","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5596","2024-07-29 16:10:45.7589","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5597","2024-07-29 16:10:50.75892","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5598","2024-07-29 16:10:55.758957","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5599","2024-07-29 16:11:00.75901","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5600","2024-07-29 16:11:05.759046","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5601","2024-07-29 16:11:10.759098","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5602","2024-07-29 16:11:15.759135","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5603","2024-07-29 16:11:20.759188","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5604","2024-07-29 16:11:25.759224","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5605","2024-07-29 16:11:30.759261","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5606","2024-07-29 16:11:40.759349","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5607","2024-07-29 16:11:45.759401","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5608","2024-07-29 16:11:50.759438","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5609","2024-07-29 16:11:55.759491","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5610","2024-07-29 16:12:00.759527","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5611","2024-07-29 16:12:05.759549","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612","2024-07-29 16:12:10.759616","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5613","2024-07-29 16:12:15.759638","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5614","2024-07-29 16:12:20.759705","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5615","2024-07-29 16:12:25.759726","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5616","2024-07-29 16:12:30.759764","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5617","2024-07-29 16:12:35.759815","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5618","2024-07-29 16:12:40.759852","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5619","2024-07-29 16:12:45.759904","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5620","2024-07-29 16:12:50.759941","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5621","2024-07-29 16:12:55.759993","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5622","2024-07-29 16:13:00.76003","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5623","2024-07-29 16:13:05.760067","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5624","2024-07-29 16:13:15.760155","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5625","2024-07-29 16:13:20.760208","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5626","2024-07-29 16:13:25.760245","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5627","2024-07-29 16:13:30.760296","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","2024-07-29 16:13:35.760318","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5629","2024-07-29 16:13:40.760355","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5630","2024-07-29 16:13:45.760407","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5631","2024-07-29 16:13:50.760443","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5632","2024-07-29 16:13:55.760496","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5633","2024-07-29 16:14:00.760533","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5634","2024-07-29 16:14:05.760584","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5635","2024-07-29 16:14:10.760621","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5636","2024-07-29 16:14:15.760658","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5637","2024-07-29 16:14:20.76071","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5638","2024-07-29 16:14:25.760746","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5639","2024-07-29 16:14:30.760799","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5640","2024-07-29 16:14:35.760836","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5641","2024-07-29 16:14:40.760888","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5642","2024-07-29 16:14:50.760977","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5643","2024-07-29 16:14:55.761014","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5644","2024-07-29 16:15:00.761035","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5645","2024-07-29 16:15:05.761102","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5646","2024-07-29 16:15:10.761124","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5647","2024-07-29 16:15:20.761212","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5648","2024-07-29 16:15:25.76128","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5649","2024-07-29 16:15:30.761302","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5650","2024-07-29 16:15:35.761339","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5651","2024-07-29 16:15:40.76139","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5652","2024-07-29 16:15:45.761427","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5653","2024-07-29 16:15:50.76148","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5654","2024-07-29 16:15:55.761516","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5655","2024-07-29 16:16:00.761568","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5656","2024-07-29 16:16:05.761605","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5657","2024-07-29 16:16:10.761642","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5658","2024-07-29 16:16:15.761693","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5659","2024-07-29 16:16:20.76173","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5660","2024-07-29 16:16:25.761783","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5661","2024-07-29 16:16:30.761804","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5662","2024-07-29 16:16:35.761871","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5663","2024-07-29 16:16:40.761893","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5664","2024-07-29 16:16:45.76193","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5665","2024-07-29 16:16:55.762018","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5666","2024-07-29 16:17:00.762071","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5667","2024-07-29 16:17:05.762108","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5668","2024-07-29 16:17:10.762159","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5669","2024-07-29 16:17:15.762196","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5670","2024-07-29 16:17:20.762233","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5671","2024-07-29 16:17:25.762285","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5672","2024-07-29 16:17:30.762322","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5673","2024-07-29 16:17:35.762374","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5674","2024-07-29 16:17:40.762411","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5675","2024-07-29 16:17:45.762462","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5676","2024-07-29 16:17:50.7625","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5677","2024-07-29 16:17:55.762521","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5678","2024-07-29 16:18:00.762588","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5679","2024-07-29 16:18:05.76261","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5680","2024-07-29 16:18:10.762677","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5681","2024-07-29 16:18:15.762699","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5682","2024-07-29 16:18:20.762766","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5683","2024-07-29 16:18:30.76284","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5684","2024-07-29 16:18:35.762877","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5685","2024-07-29 16:18:40.762913","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5686","2024-07-29 16:18:45.762965","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5687","2024-07-29 16:18:50.763002","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5688","2024-07-29 16:18:55.763054","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5689","2024-07-29 16:19:00.763091","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5690","2024-07-29 16:19:05.763143","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5691","2024-07-29 16:19:10.76318","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5692","2024-07-29 16:19:15.763216","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5693","2024-07-29 16:19:20.763269","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5694","2024-07-29 16:19:25.76329","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5695","2024-07-29 16:19:30.763358","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5696","2024-07-29 16:19:35.763379","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5697","2024-07-29 16:19:40.763446","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5698","2024-07-29 16:19:45.763468","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5699","2024-07-29 16:19:50.763535","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5700","2024-07-29 16:19:55.763557","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5701","2024-07-29 16:20:05.763646","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5702","2024-07-29 16:20:10.763682","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5703","2024-07-29 16:20:15.763734","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5704","2024-07-29 16:20:20.763771","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5705","2024-07-29 16:20:25.763823","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5706","2024-07-29 16:20:30.76386","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5707","2024-07-29 16:20:35.763897","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5708","2024-07-29 16:20:40.763949","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5709","2024-07-29 16:20:45.763985","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5710","2024-07-29 16:20:50.764038","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5711","2024-07-29 16:20:55.764075","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5712","2024-07-29 16:21:00.764127","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5713","2024-07-29 16:21:05.764163","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5714","2024-07-29 16:21:10.764215","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5715","2024-07-29 16:21:15.764253","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5716","2024-07-29 16:21:20.764273","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5717","2024-07-29 16:21:25.764326","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5718","2024-07-29 16:21:30.764363","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5719","2024-07-29 16:21:40.764451","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5720","2024-07-29 16:21:45.764503","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5721","2024-07-29 16:21:50.764541","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5722","2024-07-29 16:21:55.764593","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5723","2024-07-29 16:22:00.764629","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5724","2024-07-29 16:22:10.764718","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5725","2024-07-29 16:22:15.764754","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5726","2024-07-29 16:22:20.764807","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5727","2024-07-29 16:22:25.764844","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728","2024-07-29 16:22:30.764896","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5729","2024-07-29 16:22:35.764932","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5730","2024-07-29 16:22:40.764985","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5731","2024-07-29 16:22:45.765022","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5732","2024-07-29 16:22:50.765073","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5733","2024-07-29 16:22:55.76511","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5734","2024-07-29 16:23:00.765132","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5735","2024-07-29 16:23:05.765199","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5736","2024-07-29 16:23:15.765288","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5737","2024-07-29 16:23:20.76531","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5738","2024-07-29 16:23:25.765362","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5739","2024-07-29 16:23:30.765398","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5740","2024-07-29 16:23:35.76545","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5741","2024-07-29 16:23:45.765539","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5742","2024-07-29 16:23:50.765576","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5743","2024-07-29 16:23:55.765613","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5744","2024-07-29 16:24:00.765665","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5745","2024-07-29 16:24:05.765701","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5746","2024-07-29 16:24:10.765754","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5747","2024-07-29 16:24:15.765791","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5748","2024-07-29 16:24:20.765843","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5749","2024-07-29 16:24:25.765879","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5750","2024-07-29 16:24:30.765931","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5751","2024-07-29 16:24:35.765968","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5752","2024-07-29 16:24:40.765989","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5753","2024-07-29 16:24:45.766057","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5754","2024-07-29 16:24:50.766079","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5755","2024-07-29 16:24:55.766146","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5756","2024-07-29 16:25:00.766167","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5757","2024-07-29 16:25:05.766235","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5758","2024-07-29 16:25:10.766257","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5759","2024-07-29 16:25:20.766345","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5760","2024-07-29 16:25:25.766382","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5761","2024-07-29 16:25:30.766434","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5762","2024-07-29 16:25:35.76647","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5763","2024-07-29 16:25:40.766523","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5764","2024-07-29 16:25:45.76656","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5765","2024-07-29 16:25:50.766612","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5766","2024-07-29 16:25:55.766648","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5767","2024-07-29 16:26:00.766701","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768","2024-07-29 16:26:05.766738","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5769","2024-07-29 16:26:10.766789","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5770","2024-07-29 16:26:15.766826","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5771","2024-07-29 16:26:20.766848","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5772","2024-07-29 16:26:25.766915","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5773","2024-07-29 16:26:30.766936","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5774","2024-07-29 16:26:35.767004","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5775","2024-07-29 16:26:40.767026","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5776","2024-07-29 16:26:45.767093","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5777","2024-07-29 16:26:55.767182","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5778","2024-07-29 16:27:00.767203","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5779","2024-07-29 16:27:05.767239","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5780","2024-07-29 16:27:10.767292","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5781","2024-07-29 16:27:15.767329","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5782","2024-07-29 16:27:20.767381","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783","2024-07-29 16:27:25.767417","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5784","2024-07-29 16:27:30.76747","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5785","2024-07-29 16:27:35.767507","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5786","2024-07-29 16:27:40.767558","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5787","2024-07-29 16:27:45.767595","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5788","2024-07-29 16:27:50.767647","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5789","2024-07-29 16:27:55.767684","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5790","2024-07-29 16:28:00.767721","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5791","2024-07-29 16:28:05.767773","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5792","2024-07-29 16:28:10.76781","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5793","2024-07-29 16:28:15.767862","H170-1802-62360","HR2-180-461360",NA,NA,NA,NA,NA,NA,NA,NA,NA
