EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Type,Subtype,Description,Values,,,,,,,Latitude,Longitude,GPS HDOP
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_HR2_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Line Voltage (V),Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,HR2-180 461358 2024-07-29 173959.vdat,d527f0af-a96f-4a54-9e6e-ff499071f6ea,com.vemco.file.vrdp.vrhr2/1.0.0,49195,ORIGINAL
DET,2024-07-28 16:24:40.602523,2024-07-28 16:24:40.495286,,-0.107236282,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:25:11.227935,2024-07-28 16:25:11.120438,,-0.107496216,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:25:37.478286,2024-07-28 16:25:37.370566,,-0.107719016,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:26:05.603683,2024-07-28 16:26:05.495725,,-0.107957730,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:26:37.47911,2024-07-28 16:26:37.370881,,-0.108228273,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:27:06.229507,2024-07-28 16:27:06.121034,,-0.108472293,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:27:39.354965,2024-07-28 16:27:39.246211,,-0.108753445,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:28:11.230407,2024-07-28 16:28:11.121383,,-0.109023988,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:28:27.888717,2024-07-28 16:28:27.779551,,-0.109165376,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:28:40.605789,2024-07-28 16:28:40.496515,,-0.109273312,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:29:14.356262,2024-07-28 16:29:14.246702,,-0.109559769,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:29:47.481704,2024-07-28 16:29:47.371863,,-0.109840922,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 16:30:00,2024-07-28 16:29:59.890052,,-0.109947171,HR2-180,461358,29,19,2,4,0,0,0,0,12
TEMP,2024-07-28 16:30:00,2024-07-28 16:29:59.890052,,-0.109947171,HR2-180,461358,27.5,28.0
ATTITUDE,2024-07-28 16:30:00,2024-07-28 16:29:59.890052,,-0.109947171,HR2-180,461358,29
DET,2024-07-28 16:30:18.732131,2024-07-28 16:30:18.622024,,-0.110106160,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:30:46.857513,2024-07-28 16:30:46.747168,,-0.110344874,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:31:18.107925,2024-07-28 16:31:17.997314,,-0.110610113,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:31:46.233322,2024-07-28 16:31:46.122473,,-0.110848827,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:32:17.483749,2024-07-28 16:32:17.372634,,-0.111114065,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:32:45.60913,2024-07-28 16:32:45.497777,,-0.111352780,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:33:11.344512,2024-07-28 16:33:11.23294,,-0.111571209,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:33:16.859542,2024-07-28 16:33:16.747923,,-0.111618018,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:33:44.359909,2024-07-28 16:33:44.248057,,-0.111851427,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:34:14.985336,2024-07-28 16:34:14.873224,,-0.112111361,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:34:41.860717,2024-07-28 16:34:41.748377,,-0.112339466,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:35:10.611083,2024-07-28 16:35:10.498499,,-0.112583485,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:35:43.111526,2024-07-28 16:35:42.998666,,-0.112859333,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:36:13.111923,2024-07-28 16:36:12.998809,,-0.113113961,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:36:38.112258,2024-07-28 16:36:37.998931,,-0.113326152,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:37:03.112594,2024-07-28 16:37:02.999055,,-0.113538342,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:37:28.73796,2024-07-28 16:37:28.624204,,-0.113755838,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:37:54.988296,2024-07-28 16:37:54.874317,,-0.113978638,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:38:06.968475,2024-07-28 16:38:06.854394,,-0.114080319,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:38:23.113693,2024-07-28 16:38:22.999475,,-0.114217352,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:38:54.364089,2024-07-28 16:38:54.249606,,-0.114482590,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:39:21.864486,2024-07-28 16:39:21.74977,,-0.114716,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:39:52.489883,2024-07-28 16:39:52.374907,,-0.114975933,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 16:40:00,2024-07-28 16:39:59.88496,,-0.115039675,HR2-180,461358,29,19,0,5,0,0,0,0,12
TEMP,2024-07-28 16:40:00,2024-07-28 16:39:59.88496,,-0.115039675,HR2-180,461358,27.2,27.8
ATTITUDE,2024-07-28 16:40:00,2024-07-28 16:39:59.88496,,-0.115039675,HR2-180,461358,29
DET,2024-07-28 16:40:19.36528,2024-07-28 16:40:19.250075,,-0.115204038,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:40:48.740661,2024-07-28 16:40:48.625207,,-0.115453362,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:41:23.116134,2024-07-28 16:41:23.000388,,-0.115745124,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:41:57.491607,2024-07-28 16:41:57.37557,,-0.116036886,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:42:31.242065,2024-07-28 16:42:31.125741,,-0.116323343,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:43:04.367538,2024-07-28 16:43:04.250933,,-0.116604496,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:43:26.928741,2024-07-28 16:43:26.811945,,-0.116795985,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:43:36.242965,2024-07-28 16:43:36.126089,,-0.116875039,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:44:04.993331,2024-07-28 16:44:04.876211,,-0.117119058,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:44:37.493774,2024-07-28 16:44:37.376379,,-0.117394906,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:45:08.119201,2024-07-28 16:45:08.001546,,-0.117654839,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:45:08.12004,2024-07-28 16:45:08.002385,,-0.117654846,HR2-180,461358,3,HR,H170-1802-43106,43106,,,84.9,35.4,,6,,,,
DET,2024-07-28 16:45:34.369552,2024-07-28 16:45:34.251674,,-0.117877639,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:46:02.494949,2024-07-28 16:46:02.376832,,-0.118116354,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:46:33.745346,2024-07-28 16:46:33.626964,,-0.118381592,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:47:01.245712,2024-07-28 16:47:01.127096,,-0.118615001,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:47:31.246124,2024-07-28 16:47:31.127254,,-0.118869630,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:47:56.246444,2024-07-28 16:47:56.127362,,-0.119081821,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:48:21.871795,2024-07-28 16:48:21.752495,,-0.119299316,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:48:35.65686,2024-07-28 16:48:35.537443,,-0.119416317,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:48:48.122161,2024-07-28 16:48:48.002638,,-0.119522116,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:49:16.247558,2024-07-28 16:49:16.127797,,-0.119760831,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:49:47.497955,2024-07-28 16:49:47.377928,,-0.120026069,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 16:50:00,2024-07-28 16:49:59.879867,,-0.120132180,HR2-180,461358,29,19,1,5,0,0,0,0,12
TEMP,2024-07-28 16:50:00,2024-07-28 16:49:59.879867,,-0.120132180,HR2-180,461358,27.2,27.7
ATTITUDE,2024-07-28 16:50:00,2024-07-28 16:49:59.879867,,-0.120132180,HR2-180,461358,29
DET,2024-07-28 16:50:14.998321,2024-07-28 16:50:14.878061,,-0.120259478,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:50:44.998733,2024-07-28 16:50:44.878218,,-0.120514107,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:51:10.624069,2024-07-28 16:51:10.503337,,-0.120731602,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:51:36.874435,2024-07-28 16:51:36.75348,,-0.120954402,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:52:04.374801,2024-07-28 16:52:04.253613,,-0.121187812,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:52:35.000228,2024-07-28 16:52:34.87878,,-0.121447745,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:53:01.250564,2024-07-28 16:53:01.128893,,-0.121670545,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:53:22.154708,2024-07-28 16:53:22.03286,,-0.121847969,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:53:29.375961,2024-07-28 16:53:29.254051,,-0.121909260,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:54:00.626388,2024-07-28 16:54:00.504213,,-0.122174498,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:54:28.126754,2024-07-28 16:54:28.004346,,-0.122407908,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:54:58.127151,2024-07-28 16:54:58.004488,,-0.122662536,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:55:23.752502,2024-07-28 16:55:23.629621,,-0.122880032,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:55:50.627868,2024-07-28 16:55:50.504759,,-0.123108136,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:56:20.003265,2024-07-28 16:56:19.879907,,-0.123357460,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:56:54.378753,2024-07-28 16:56:54.255103,,-0.123649222,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:57:28.129196,2024-07-28 16:57:28.00526,,-0.123935680,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:58:01.254653,2024-07-28 16:58:01.130436,,-0.124216832,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:58:24.096725,2024-07-28 16:58:23.972314,,-0.124410704,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 16:58:32.505065,2024-07-28 16:58:32.380582,,-0.124482070,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:59:00.630447,2024-07-28 16:59:00.505726,,-0.124720785,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 16:59:31.880859,2024-07-28 16:59:31.755872,,-0.124986023,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:00:00.006256,2024-07-28 16:59:59.881031,,-0.125224737,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 17:00:00,2024-07-28 16:59:59.874775,,-0.125224684,HR2-180,461358,29,19,0,4,0,0,0,0,12
TEMP,2024-07-28 17:00:00,2024-07-28 16:59:59.874775,,-0.125224684,HR2-180,461358,27.1,27.6
ATTITUDE,2024-07-28 17:00:00,2024-07-28 16:59:59.874775,,-0.125224684,HR2-180,461358,29
DET,2024-07-28 17:00:31.881683,2024-07-28 17:00:31.756187,,-0.125495280,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:01:00.63208,2024-07-28 17:01:00.50634,,-0.125739299,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:01:33.757537,2024-07-28 17:01:33.631516,,-0.126020452,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:02:05.007949,2024-07-28 17:02:04.881663,,-0.126285690,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:02:32.508316,2024-07-28 17:02:32.381796,,-0.126519100,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:02:57.022369,2024-07-28 17:02:56.895641,,-0.126727163,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 17:03:02.508712,2024-07-28 17:03:02.381938,,-0.126773728,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:03:27.509033,2024-07-28 17:03:27.382047,,-0.126985919,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:03:52.509399,2024-07-28 17:03:52.3822,,-0.127198109,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:04:18.134735,2024-07-28 17:04:18.007319,,-0.127415605,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:04:45.010116,2024-07-28 17:04:44.882472,,-0.127643710,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:05:13.760498,2024-07-28 17:05:13.63261,,-0.127887729,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:05:46.885955,2024-07-28 17:05:46.757786,,-0.128168881,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:06:18.761367,2024-07-28 17:06:18.632927,,-0.128439424,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:06:48.136779,2024-07-28 17:06:48.00809,,-0.128688748,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:07:22.512268,2024-07-28 17:07:22.383287,,-0.128980510,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:07:31.820037,2024-07-28 17:07:31.690977,,-0.129059510,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 17:07:56.26271,2024-07-28 17:07:56.133443,,-0.129266967,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:08:28.763137,2024-07-28 17:08:28.633594,,-0.129542815,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:08:58.763534,2024-07-28 17:08:58.633736,,-0.129797444,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:09:23.76387,2024-07-28 17:09:23.63386,,-0.130009634,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:09:48.76419,2024-07-28 17:09:48.633968,,-0.130221825,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 17:10:00,2024-07-28 17:09:59.869682,,-0.130317189,HR2-180,461358,29,19,0,4,0,0,0,0,12
TEMP,2024-07-28 17:10:00,2024-07-28 17:09:59.869682,,-0.130317189,HR2-180,461358,26.8,27.5
ATTITUDE,2024-07-28 17:10:00,2024-07-28 17:09:59.869682,,-0.130317189,HR2-180,461358,29
DET,2024-07-28 17:10:13.764541,2024-07-28 17:10:13.634106,,-0.130434015,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:10:39.389892,2024-07-28 17:10:39.25924,,-0.130651511,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:11:06.265274,2024-07-28 17:11:06.134394,,-0.130879616,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:11:35.64067,2024-07-28 17:11:35.509541,,-0.131128939,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:12:10.127746,2024-07-28 17:12:09.996324,,-0.131421649,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 17:12:44.391601,2024-07-28 17:12:44.259888,,-0.131712464,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:13:18.767059,2024-07-28 17:13:18.635054,,-0.132004225,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:13:52.517532,2024-07-28 17:13:52.385241,,-0.132290683,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:14:25.642974,2024-07-28 17:14:25.510402,,-0.132571835,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:14:57.518402,2024-07-28 17:14:57.385559,,-0.132842378,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:15:26.268798,2024-07-28 17:15:26.135711,,-0.133086397,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:15:58.769226,2024-07-28 17:15:58.635863,,-0.133362245,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:16:29.394638,2024-07-28 17:16:29.261015,,-0.133622178,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:16:55.455535,2024-07-28 17:16:55.321691,,-0.133843371,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 17:16:56.270019,2024-07-28 17:16:56.136168,,-0.133850283,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:17:25.645416,2024-07-28 17:17:25.511316,,-0.134099607,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:18:00.020889,2024-07-28 17:17:59.886497,,-0.134391369,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:18:34.396362,2024-07-28 17:18:34.261678,,-0.134683132,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:19:08.14682,2024-07-28 17:19:08.01185,,-0.134969589,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:19:40.647247,2024-07-28 17:19:40.512001,,-0.135245436,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 17:20:00,2024-07-28 17:19:59.86459,,-0.135409693,HR2-180,461358,29,19,0,10,0,0,0,0,12
TEMP,2024-07-28 17:20:00,2024-07-28 17:19:59.86459,,-0.135409693,HR2-180,461358,26.7,27.3
ATTITUDE,2024-07-28 17:20:00,2024-07-28 17:19:59.86459,,-0.135409693,HR2-180,461358,29
DET,2024-07-28 17:20:10.647659,2024-07-28 17:20:10.512158,,-0.135500065,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:20:36.272994,2024-07-28 17:20:36.137276,,-0.135717560,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:21:03.148376,2024-07-28 17:21:03.01243,,-0.135945665,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:21:31.898742,2024-07-28 17:21:31.762552,,-0.136189684,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:21:54.823547,2024-07-28 17:21:54.687162,,-0.136384259,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 17:22:05.024215,2024-07-28 17:22:04.887744,,-0.136470837,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:22:36.899642,2024-07-28 17:22:36.7629,,-0.136741380,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:23:06.275039,2024-07-28 17:23:06.138048,,-0.136990704,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:23:40.650527,2024-07-28 17:23:40.513244,,-0.137282466,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:24:15.026,2024-07-28 17:24:14.888425,,-0.137574228,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:24:48.776428,2024-07-28 17:24:48.638567,,-0.137860685,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:25:21.27687,2024-07-28 17:25:21.138733,,-0.138136533,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:25:51.902282,2024-07-28 17:25:51.763885,,-0.138396466,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:26:18.777648,2024-07-28 17:26:18.639023,,-0.138624571,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:26:48.15306,2024-07-28 17:26:48.014186,,-0.138873895,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:27:22.271896,2024-07-28 17:27:22.132732,,-0.139163479,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 17:27:22.528518,2024-07-28 17:27:22.389352,,-0.139165657,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:27:56.278991,2024-07-28 17:27:56.139538,,-0.139452114,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:28:28.779418,2024-07-28 17:28:28.63969,,-0.139727962,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:28:58.779815,2024-07-28 17:28:58.639832,,-0.139982591,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:29:24.405151,2024-07-28 17:29:24.26495,,-0.140200086,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 17:29:50.655517,2024-07-28 17:29:50.515094,,-0.140422886,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
