EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Type,Subtype,Description,Values,,,,,,,Latitude,Longitude,GPS HDOP
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_HR2_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Line Voltage (V),Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,HR2-180 461358 2024-07-29 173959.vdat,d527f0af-a96f-4a54-9e6e-ff499071f6ea,com.vemco.file.vrdp.vrhr2/1.0.0,49195,ORIGINAL
EVENT_INIT,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,2024-07-28 12:54:06,UTC-04:00,1.1.1
CLOCK_REF,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,2024-07-28 12:54:06,0,INITIALIZATION
CFG_CHANNEL,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,1,PPM DIGITAL,180,100,MAP-414,
CFG_CHANNEL,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,2,PPM ANALOG,180,100,MAP-414,
CFG_CHANNEL,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,3,HR,170,,,H170-1802
CLOCK_SET,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,2024-07-28 12:54:06.52069,-0.520690,COMMAND
EVENT,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,RECORDING_RESUMED,,APP=1.1.1/414/1802,,,,,,,,,,
BATTERY,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,,LITHIUM,650553,,22
EVENT,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,STORAGE_MODE_EXITED,,,,,,,,,,,,
CFG_TRANSMITTER,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,PPM,A180-1702-62358,62358,HIGH,270,330
CFG_TRANSMITTER,2024-07-28 12:54:06,2024-07-28 12:54:06,,0,HR2-180,461358,HR,H170-1802-62358,62358,HIGH,25,35
DET,2024-07-28 12:54:44.18045,2024-07-28 12:54:44.180125,,-0.000324057,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:55:11.680816,2024-07-28 12:55:11.680258,,-0.000557467,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:55:42.306243,2024-07-28 12:55:42.305425,,-0.000817400,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:56:08.556564,2024-07-28 12:56:08.555523,,-0.001040200,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:56:36.681961,2024-07-28 12:56:36.680682,,-0.001278915,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:57:07.932373,2024-07-28 12:57:07.930828,,-0.001544153,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:57:36.057769,2024-07-28 12:57:36.055986,,-0.001782867,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:58:07.308197,2024-07-28 12:58:07.306148,,-0.002048106,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:58:35.433578,2024-07-28 12:58:35.431291,,-0.002286820,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:59:06.68399,2024-07-28 12:59:06.681437,,-0.002552058,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 12:59:27.737762,2024-07-28 12:59:27.735031,,-0.002730752,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 12:59:34.184356,2024-07-28 12:59:34.18157,,-0.002785468,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 13:00:00,2024-07-28 12:59:59.996995,,-0.003004578,HR2-180,461358,88,19,0,2,0,0,0,0,12
TEMP,2024-07-28 13:00:00,2024-07-28 12:59:59.996995,,-0.003004578,HR2-180,461358,28.2,28.2
ATTITUDE,2024-07-28 13:00:00,2024-07-28 12:59:59.996995,,-0.003004578,HR2-180,461358,88
DET,2024-07-28 13:00:04.809768,2024-07-28 13:00:04.806722,,-0.003045401,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:00:31.685134,2024-07-28 13:00:31.68186,,-0.003273506,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:01:01.060546,2024-07-28 13:01:01.057023,,-0.003522830,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:01:35.436019,2024-07-28 13:01:35.432204,,-0.003814592,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:02:09.811492,2024-07-28 13:02:09.807385,,-0.004106354,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:02:44.186965,2024-07-28 13:02:44.182566,,-0.004398116,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:02:44.187835,2024-07-28 13:02:44.183436,,-0.004398124,HR2-180,461358,3,HR,H170-1802-43106,43106,,,84.8,35.2,,4,,,,
DET,2024-07-28 13:03:18.562423,2024-07-28 13:03:18.557733,,-0.004689878,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:03:52.312896,2024-07-28 13:03:52.307919,,-0.004976336,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:04:26.403747,2024-07-28 13:04:26.398481,,-0.005265682,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:04:56.688766,2024-07-28 13:04:56.683243,,-0.005522726,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:05:24.814147,2024-07-28 13:05:24.808385,,-0.005761441,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:05:56.68959,2024-07-28 13:05:56.683558,,-0.006031984,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:06:25.439956,2024-07-28 13:06:25.433679,,-0.006276003,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:06:57.940399,2024-07-28 13:06:57.933847,,-0.006551850,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:07:27.940795,2024-07-28 13:07:27.933988,,-0.006806479,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:07:53.566146,2024-07-28 13:07:53.559122,,-0.007023974,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:08:20.441528,2024-07-28 13:08:20.434275,,-0.007252079,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:08:49.816925,2024-07-28 13:08:49.809423,,-0.007501403,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:09:24.192398,2024-07-28 13:09:24.184604,,-0.007793165,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:09:52.448104,2024-07-28 13:09:52.440071,,-0.008032986,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:09:57.942871,2024-07-28 13:09:57.934791,,-0.008079623,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 13:10:00,2024-07-28 13:09:59.991902,,-0.008097083,HR2-180,461358,90,19,1,5,0,0,0,0,13.5
TEMP,2024-07-28 13:10:00,2024-07-28 13:09:59.991902,,-0.008097083,HR2-180,461358,28.6,28.7
ATTITUDE,2024-07-28 13:10:00,2024-07-28 13:09:59.991902,,-0.008097083,HR2-180,461358,90
DET,2024-07-28 13:10:31.068298,2024-07-28 13:10:31.059937,,-0.008360775,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:11:02.318725,2024-07-28 13:11:02.310098,,-0.008626013,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:11:29.819091,2024-07-28 13:11:29.810231,,-0.008859423,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:11:59.819488,2024-07-28 13:11:59.810373,,-0.009114051,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:12:25.444854,2024-07-28 13:12:25.435522,,-0.009331547,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:12:52.320236,2024-07-28 13:12:52.310676,,-0.009559652,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:13:21.070617,2024-07-28 13:13:21.060813,,-0.009803671,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:13:54.196075,2024-07-28 13:13:54.18599,,-0.010084823,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:14:25.446502,2024-07-28 13:14:25.436151,,-0.010350062,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:14:52.946868,2024-07-28 13:14:52.936284,,-0.010583471,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:15:13.344421,2024-07-28 13:15:13.333664,,-0.010756596,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:15:22.947265,2024-07-28 13:15:22.936426,,-0.010838100,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:15:47.947601,2024-07-28 13:15:47.93655,,-0.011050290,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:16:12.947952,2024-07-28 13:16:12.936689,,-0.011262481,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:16:38.573303,2024-07-28 13:16:38.561823,,-0.011479976,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:17:05.448669,2024-07-28 13:17:05.43696,,-0.011708081,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:17:34.824081,2024-07-28 13:17:34.812123,,-0.011957405,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:18:09.199554,2024-07-28 13:18:09.187304,,-0.012249167,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:18:42.949996,2024-07-28 13:18:42.93746,,-0.012535624,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:19:15.450424,2024-07-28 13:19:15.437612,,-0.012811472,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:19:45.450851,2024-07-28 13:19:45.437784,,-0.013066101,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 13:20:00,2024-07-28 13:19:59.98681,,-0.013189587,HR2-180,461358,93,22.5,0,9,0,0,0,0,15.5
TEMP,2024-07-28 13:20:00,2024-07-28 13:19:59.98681,,-0.013189587,HR2-180,461358,29.0,29.2
ATTITUDE,2024-07-28 13:20:00,2024-07-28 13:19:59.98681,,-0.013189587,HR2-180,461358,93
DET,2024-07-28 13:20:10.451187,2024-07-28 13:20:10.437908,,-0.013278291,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:20:24.178588,2024-07-28 13:20:24.165193,,-0.013394803,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:20:36.076538,2024-07-28 13:20:36.063042,,-0.013495787,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:21:02.951904,2024-07-28 13:21:02.93818,,-0.013723892,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:21:32.327316,2024-07-28 13:21:32.313342,,-0.013973216,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:22:06.077758,2024-07-28 13:22:06.063498,,-0.014259673,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:22:39.203216,2024-07-28 13:22:39.188675,,-0.014540825,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:23:10.453643,2024-07-28 13:23:10.438836,,-0.014806064,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:23:37.954025,2024-07-28 13:23:37.938985,,-0.015039473,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:24:07.954421,2024-07-28 13:24:07.939126,,-0.015294102,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:24:32.954742,2024-07-28 13:24:32.939235,,-0.015506292,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:24:57.955078,2024-07-28 13:24:57.939359,,-0.015718483,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:25:14.65451,2024-07-28 13:25:14.638649,,-0.015860219,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:25:22.955429,2024-07-28 13:25:22.939498,,-0.015930674,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:25:48.58078,2024-07-28 13:25:48.564631,,-0.016148169,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:26:14.83113,2024-07-28 13:26:14.814759,,-0.016370969,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:26:42.956542,2024-07-28 13:26:42.939932,,-0.016609684,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:27:14.831954,2024-07-28 13:27:14.815073,,-0.016880226,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:27:44.207366,2024-07-28 13:27:44.190236,,-0.017129550,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:28:17.957824,2024-07-28 13:28:17.940407,,-0.017416008,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:28:50.458267,2024-07-28 13:28:50.440575,,-0.017691855,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:29:20.458663,2024-07-28 13:29:20.440716,,-0.017946484,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:29:45.459014,2024-07-28 13:29:45.440855,,-0.018158675,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 13:30:00,2024-07-28 13:29:59.981717,,-0.018282091,HR2-180,461358,92,19,0,6,0,0,0,0,12
TEMP,2024-07-28 13:30:00,2024-07-28 13:29:59.981717,,-0.018282091,HR2-180,461358,29.0,29.3
ATTITUDE,2024-07-28 13:30:00,2024-07-28 13:29:59.981717,,-0.018282091,HR2-180,461358,92
DET,2024-07-28 13:30:11.08435,2024-07-28 13:30:11.065973,,-0.018376170,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:30:24.552658,2024-07-28 13:30:24.534167,,-0.018490482,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:30:37.334701,2024-07-28 13:30:37.316102,,-0.018598970,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:31:04.835098,2024-07-28 13:31:04.816265,,-0.018832380,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:31:34.835494,2024-07-28 13:31:34.816406,,-0.019087008,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:31:34.836364,2024-07-28 13:31:34.817276,,-0.019087016,HR2-180,461358,3,HR,H170-1802-43106,43106,,,84.8,35.1,,3,,,,
DET,2024-07-28 13:31:59.835815,2024-07-28 13:31:59.816515,,-0.019299199,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:32:24.836151,2024-07-28 13:32:24.816639,,-0.019511389,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:32:49.836502,2024-07-28 13:32:49.816778,,-0.019723580,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:33:14.836837,2024-07-28 13:33:14.816901,,-0.019935770,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:33:39.837158,2024-07-28 13:33:39.81701,,-0.020147961,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:34:04.837509,2024-07-28 13:34:04.817148,,-0.020360152,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:34:29.837844,2024-07-28 13:34:29.817271,,-0.020572342,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:34:55.463211,2024-07-28 13:34:55.442421,,-0.020789838,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:35:13.156539,2024-07-28 13:35:13.135598,,-0.020940010,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:35:21.713562,2024-07-28 13:35:21.692549,,-0.021012638,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:35:49.838943,2024-07-28 13:35:49.817691,,-0.021251352,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:36:21.08937,2024-07-28 13:36:21.067853,,-0.021516590,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:36:48.589721,2024-07-28 13:36:48.567971,,-0.021750,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:37:19.215148,2024-07-28 13:37:19.193138,,-0.022009933,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:37:46.090515,2024-07-28 13:37:46.068276,,-0.022238038,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:38:14.840896,2024-07-28 13:38:14.818413,,-0.022482057,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:38:47.341339,2024-07-28 13:38:47.318581,,-0.022757905,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:38:47.342208,2024-07-28 13:38:47.31945,,-0.022757912,HR2-180,461358,3,HR,H170-1802-43106,43106,,,84.8,35.4,,3,,,,
DET,2024-07-28 13:39:17.966766,2024-07-28 13:39:17.943748,,-0.023017838,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:39:44.842147,2024-07-28 13:39:44.818901,,-0.023245943,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DIAG_HR2,2024-07-28 13:40:00,2024-07-28 13:39:59.976625,,-0.023374596,HR2-180,461358,94,19,2,4,0,0,0,0,12
TEMP,2024-07-28 13:40:00,2024-07-28 13:39:59.976625,,-0.023374596,HR2-180,461358,29.1,29.5
ATTITUDE,2024-07-28 13:40:00,2024-07-28 13:39:59.976625,,-0.023374596,HR2-180,461358,94
DET,2024-07-28 13:40:13.592544,2024-07-28 13:40:13.569054,,-0.023489963,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:40:19.310653,2024-07-28 13:40:19.287114,,-0.023538495,HR2-180,461358,1,PPM_SELF,A180-1702-62358,62358,,,,,,,,,,
DET,2024-07-28 13:40:46.092956,2024-07-28 13:40:46.06919,,-0.023765810,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:41:16.093383,2024-07-28 13:41:16.069362,,-0.024020439,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:41:41.718734,2024-07-28 13:41:41.694496,,-0.024237934,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:42:07.969085,2024-07-28 13:42:07.944624,,-0.024460734,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
DET,2024-07-28 13:42:36.094467,2024-07-28 13:42:36.069767,,-0.024699449,HR2-180,461358,3,HR_SELF,H170-1802-62358,62358,,,,,,10,,,,
